trace,ckpt,class,frames,cmd_orig,cmd_relabel,mean_realized,drift_vx,drift_vy,drift_yaw
data/traces/walk_v27_multi/3600/vxp030_vyp000_yawn050.npz,3600,clean,780,"[0.30000001192092896, 0.0, -0.5]","[0.22136463224887848, 0.0, -0.6498141884803772]","[0.22136463224887848, 0.009872605092823505, -0.6498141884803772]",0.0,0.009872605092823505,0.0
data/traces/walk_v27_multi/3600/vxp030_vyp000_yawp000.npz,3600,clean,780,"[0.30000001192092896, 0.0, 0.0]","[0.20922042429447174, 0.0, 0.0]","[0.20922042429447174, -7.697213732171804e-06, -0.028572367504239082]",0.0,7.697213732171804e-06,0.028572367504239082
data/traces/walk_v27_multi/3600/vxp030_vyp000_yawp050.npz,3600,clean,780,"[0.30000001192092896, 0.0, 0.5]","[0.22176624834537506, 0.0, 0.6658434867858887]","[0.22176624834537506, -0.012084951624274254, 0.6658434867858887]",0.0,0.012084951624274254,0.0
data/traces/walk_v27_multi/3600/vxp030_vyp030_yawn050.npz,3600,clean,780,"[0.30000001192092896, 0.30000001192092896, -0.5]","[0.22337527573108673, 0.0, -0.5720229148864746]","[0.22337527573108673, 0.012439132668077946, -0.5720229148864746]",0.0,0.0,0.0
data/traces/walk_v27_multi/3600/vxp030_vyp030_yawp000.npz,3600,clean,780,"[0.30000001192092896, 0.30000001192092896, 0.0]","[0.2070653885602951, 0.0, 0.0]","[0.2070653885602951, 6.976570875849575e-05, 0.022523710504174232]",0.0,0.0,0.022523710504174232
data/traces/walk_v27_multi/3600/vxp030_vyp030_yawp050.npz,3600,clean,780,"[0.30000001192092896, 0.30000001192092896, 0.5]","[0.2172120213508606, 0.0, 0.6776938438415527]","[0.2172120213508606, -0.009043734520673752, 0.6776938438415527]",0.0,0.0,0.0
data/traces/walk_v27_multi/3600/vxp050_vyn030_yawn050.npz,3600,clean,780,"[0.5, -0.30000001192092896, -0.5]","[0.37566128373146057, 0.0, -0.6836164593696594]","[0.37566128373146057, 0.015595992095768452, -0.6836164593696594]",0.0,0.0,0.0
data/traces/walk_v27_multi/3600/vxp050_vyn030_yawp000.npz,3600,clean,780,"[0.5, -0.30000001192092896, 0.0]","[0.3734084963798523, 0.0, 0.0]","[0.3734084963798523, -0.005853049922734499, -0.05056557059288025]",0.0,0.0,0.05056557059288025
data/traces/walk_v27_multi/3600/vxp050_vyn030_yawp050.npz,3600,clean,780,"[0.5, -0.30000001192092896, 0.5]","[0.36786916851997375, -0.028484787791967392, 0.6403025388717651]","[0.36786916851997375, -0.028484787791967392, 0.6403025388717651]",0.0,0.0,0.0
data/traces/walk_v27_multi/3600/vxp050_vyp000_yawn050.npz,3600,clean,780,"[0.5, 0.0, -0.5]","[0.3727286159992218, 0.0, -0.6384714841842651]","[0.3727286159992218, 0.016169697046279907, -0.6384714841842651]",0.0,0.016169697046279907,0.0
data/traces/walk_v27_multi/3600/vxp050_vyp000_yawp000.npz,3600,clean,780,"[0.5, 0.0, 0.0]","[0.377312034368515, 0.0, 0.0]","[0.377312034368515, -0.006560914218425751, 0.006444268394261599]",0.0,0.006560914218425751,0.006444268394261599
data/traces/walk_v27_multi/3600/vxp050_vyp000_yawp050.npz,3600,clean,780,"[0.5, 0.0, 0.5]","[0.3713562488555908, 0.0, 0.6791183352470398]","[0.3713562488555908, -0.028379172086715698, 0.6791183352470398]",0.0,0.028379172086715698,0.0
data/traces/walk_v27_multi/3600/vxp050_vyp030_yawn050.npz,3600,clean,780,"[0.5, 0.30000001192092896, -0.5]","[0.37106841802597046, 0.0, -0.5988475680351257]","[0.37106841802597046, 0.015794597566127777, -0.5988475680351257]",0.0,0.0,0.0
data/traces/walk_v27_multi/3600/vxp050_vyp030_yawp000.npz,3600,clean,780,"[0.5, 0.30000001192092896, 0.0]","[0.377786248922348, 0.0, 0.0]","[0.377786248922348, -0.009050448425114155, 0.06600002199411392]",0.0,0.0,0.06600002199411392
data/traces/walk_v27_multi/3600/vxp050_vyp030_yawp050.npz,3600,clean,780,"[0.5, 0.30000001192092896, 0.5]","[0.3724656403064728, -0.026913370937108994, 0.6944752931594849]","[0.3724656403064728, -0.026913370937108994, 0.6944752931594849]",0.0,0.0,0.0
data/traces/walk_v27_multi/3600/vxp070_vyp000_yawp000.npz,3600,clean,780,"[0.699999988079071, 0.0, 0.0]","[0.5447495579719543, 0.0, 0.0]","[0.5447495579719543, -0.012865076772868633, 0.0035674460232257843]",0.0,0.012865076772868633,0.0035674460232257843
data/traces/walk_v27_multi/6200/vxn030_vyn030_yawn050.npz,6200,clean,780,"[-0.30000001192092896, -0.30000001192092896, -0.5]","[-0.2422277182340622, -0.032000020146369934, -0.3007604777812958]","[-0.2422277182340622, -0.032000020146369934, -0.3007604777812958]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxn030_vyn030_yawp000.npz,6200,clean,780,"[-0.30000001192092896, -0.30000001192092896, 0.0]","[-0.26692163944244385, 0.0, 0.0]","[-0.26692163944244385, -0.0067021227441728115, 0.048549097031354904]",0.0,0.0,0.048549097031354904
data/traces/walk_v27_multi/6200/vxn030_vyn030_yawp050.npz,6200,clean,780,"[-0.30000001192092896, -0.30000001192092896, 0.5]","[-0.23825110495090485, 0.020367106422781944, 0.4903770983219147]","[-0.23825110495090485, 0.020367106422781944, 0.4903770983219147]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxn030_vyp000_yawn050.npz,6200,clean,780,"[-0.30000001192092896, 0.0, -0.5]","[-0.2424234300851822, 0.0, -0.44068124890327454]","[-0.2424234300851822, -0.02945902943611145, -0.44068124890327454]",0.0,0.02945902943611145,0.0
data/traces/walk_v27_multi/6200/vxn030_vyp000_yawp000.npz,6200,clean,780,"[-0.30000001192092896, 0.0, 0.0]","[-0.2712743878364563, 0.0, 0.0]","[-0.2712743878364563, -0.0025499837938696146, -0.08327864110469818]",0.0,0.0025499837938696146,0.08327864110469818
data/traces/walk_v27_multi/6200/vxn030_vyp000_yawp050.npz,6200,clean,780,"[-0.30000001192092896, 0.0, 0.5]","[-0.24254687130451202, 0.0, 0.3516494929790497]","[-0.24254687130451202, 0.0244470052421093, 0.3516494929790497]",0.0,0.0244470052421093,0.0
data/traces/walk_v27_multi/6200/vxn030_vyp030_yawn050.npz,6200,clean,780,"[-0.30000001192092896, 0.30000001192092896, -0.5]","[-0.24122215807437897, -0.025913218036293983, -0.5776694416999817]","[-0.24122215807437897, -0.025913218036293983, -0.5776694416999817]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxn030_vyp030_yawp050.npz,6200,clean,780,"[-0.30000001192092896, 0.30000001192092896, 0.5]","[-0.24421946704387665, 0.028095955029129982, 0.20561973750591278]","[-0.24421946704387665, 0.028095955029129982, 0.20561973750591278]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxp000_vyp000_yawn100.npz,6200,clean,780,"[0.0, 0.0, -1.0]","[0.0, 0.0, -1.031894564628601]","[0.0073079136200249195, -0.0430348701775074, -1.031894564628601]",0.0073079136200249195,0.0430348701775074,0.0
data/traces/walk_v27_multi/6200/vxp000_vyp000_yawp000.npz,6200,clean,780,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[-0.0024531795643270016, -9.109154780162498e-05, 0.00043659680522978306]",0.0024531795643270016,9.109154780162498e-05,0.00043659680522978306
data/traces/walk_v27_multi/6200/vxp000_vyp000_yawp100.npz,6200,clean,780,"[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0617423057556152]","[0.0037372754886746407, 0.028632769361138344, 1.0617423057556152]",0.0037372754886746407,0.028632769361138344,0.0
data/traces/walk_v27_multi/6200/vxp030_vyn030_yawn050.npz,6200,clean,780,"[0.30000001192092896, -0.30000001192092896, -0.5]","[0.21618449687957764, 0.0, -0.48129981756210327]","[0.21618449687957764, -0.014182007871568203, -0.48129981756210327]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxp030_vyn030_yawp000.npz,6200,clean,780,"[0.30000001192092896, -0.30000001192092896, 0.0]","[0.20838162302970886, 0.0, 0.0]","[0.20838162302970886, -0.009619391523301601, -0.06482864916324615]",0.0,0.0,0.06482864916324615
data/traces/walk_v27_multi/6200/vxp030_vyn030_yawp050.npz,6200,clean,780,"[0.30000001192092896, -0.30000001192092896, 0.5]","[0.20191752910614014, 0.0, 0.4440545439720154]","[0.20191752910614014, -0.010181170888245106, 0.4440545439720154]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxp030_vyp000_yawn050.npz,6200,clean,780,"[0.30000001192092896, 0.0, -0.5]","[0.21195809543132782, 0.0, -0.5240554213523865]","[0.21195809543132782, -0.010022173635661602, -0.5240554213523865]",0.0,0.010022173635661602,0.0
data/traces/walk_v27_multi/6200/vxp030_vyp000_yawp000.npz,6200,clean,780,"[0.30000001192092896, 0.0, 0.0]","[0.20647305250167847, 0.0, 0.0]","[0.20647305250167847, -0.006123523693531752, -0.07818984985351562]",0.0,0.006123523693531752,0.07818984985351562
data/traces/walk_v27_multi/6200/vxp030_vyp000_yawp050.npz,6200,clean,780,"[0.30000001192092896, 0.0, 0.5]","[0.20248016715049744, 0.0, 0.4294940233230591]","[0.20248016715049744, -0.004213062115013599, 0.4294940233230591]",0.0,0.004213062115013599,0.0
data/traces/walk_v27_multi/6200/vxp030_vyp030_yawn050.npz,6200,clean,780,"[0.30000001192092896, 0.30000001192092896, -0.5]","[0.20696806907653809, 0.0, -0.5373225808143616]","[0.20696806907653809, -0.003863032441586256, -0.5373225808143616]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxp030_vyp030_yawp000.npz,6200,clean,780,"[0.30000001192092896, 0.30000001192092896, 0.0]","[0.20049014687538147, 0.0, 0.0]","[0.20049014687538147, -0.0029362295754253864, -0.07853516191244125]",0.0,0.0,0.07853516191244125
data/traces/walk_v27_multi/6200/vxp030_vyp030_yawp050.npz,6200,clean,780,"[0.30000001192092896, 0.30000001192092896, 0.5]","[0.20011422038078308, 0.0, 0.4321634769439697]","[0.20011422038078308, 0.0029966430738568306, 0.4321634769439697]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxp050_vyn030_yawn050.npz,6200,clean,780,"[0.5, -0.30000001192092896, -0.5]","[0.35854285955429077, 0.0, -0.5222484469413757]","[0.35854285955429077, -0.005475248675793409, -0.5222484469413757]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxp050_vyn030_yawp000.npz,6200,clean,780,"[0.5, -0.30000001192092896, 0.0]","[0.35345643758773804, 0.0, 0.0]","[0.35345643758773804, -0.015613765455782413, -0.058744627982378006]",0.0,0.0,0.058744627982378006
data/traces/walk_v27_multi/6200/vxp050_vyn030_yawp050.npz,6200,clean,780,"[0.5, -0.30000001192092896, 0.5]","[0.3409478962421417, -0.032214149832725525, 0.456046462059021]","[0.3409478962421417, -0.032214149832725525, 0.456046462059021]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxp050_vyp000_yawn050.npz,6200,clean,780,"[0.5, 0.0, -0.5]","[0.35552188754081726, 0.0, -0.4946322441101074]","[0.35552188754081726, -0.0019929371774196625, -0.4946322441101074]",0.0,0.0019929371774196625,0.0
data/traces/walk_v27_multi/6200/vxp050_vyp000_yawp000.npz,6200,clean,780,"[0.5, 0.0, 0.0]","[0.35313498973846436, 0.0, 0.0]","[0.35313498973846436, -0.010223161429166794, -0.05621946603059769]",0.0,0.010223161429166794,0.05621946603059769
data/traces/walk_v27_multi/6200/vxp050_vyp000_yawp050.npz,6200,clean,780,"[0.5, 0.0, 0.5]","[0.34434911608695984, 0.0, 0.45306840538978577]","[0.34434911608695984, -0.02522863820195198, 0.45306840538978577]",0.0,0.02522863820195198,0.0
data/traces/walk_v27_multi/6200/vxp050_vyp030_yawn050.npz,6200,clean,780,"[0.5, 0.30000001192092896, -0.5]","[0.3496754467487335, 0.0, -0.4773881733417511]","[0.3496754467487335, 0.004994651768356562, -0.4773881733417511]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxp050_vyp030_yawp000.npz,6200,clean,780,"[0.5, 0.30000001192092896, 0.0]","[0.35135534405708313, 0.0, 0.0]","[0.35135534405708313, -0.0051840911619365215, -0.060383282601833344]",0.0,0.0,0.060383282601833344
data/traces/walk_v27_multi/6200/vxp050_vyp030_yawp050.npz,6200,clean,780,"[0.5, 0.30000001192092896, 0.5]","[0.34318211674690247, 0.0, 0.4385997951030731]","[0.34318211674690247, -0.01357248518615961, 0.4385997951030731]",0.0,0.0,0.0
data/traces/walk_v27_multi/6200/vxp070_vyp000_yawp000.npz,6200,clean,780,"[0.699999988079071, 0.0, 0.0]","[0.5229424834251404, 0.0, 0.0]","[0.5229424834251404, -0.013980007730424404, -0.04655385762453079]",0.0,0.013980007730424404,0.04655385762453079
data/traces/walk_v27_multi/6800/vxn030_vyn030_yawn050.npz,6800,clean,780,"[-0.30000001192092896, -0.30000001192092896, -0.5]","[-0.1698153018951416, -0.04152035713195801, -0.42396292090415955]","[-0.1698153018951416, -0.04152035713195801, -0.42396292090415955]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxn030_vyn030_yawp000.npz,6800,clean,780,"[-0.30000001192092896, -0.30000001192092896, 0.0]","[-0.2002878189086914, 0.0, 0.0]","[-0.2002878189086914, -0.014740993268787861, -0.002799390349537134]",0.0,0.0,0.002799390349537134
data/traces/walk_v27_multi/6800/vxn030_vyn030_yawp050.npz,6800,clean,780,"[-0.30000001192092896, -0.30000001192092896, 0.5]","[-0.14929050207138062, 0.0, 0.42476415634155273]","[-0.14929050207138062, 0.016515396535396576, 0.42476415634155273]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxn030_vyp000_yawn050.npz,6800,clean,780,"[-0.30000001192092896, 0.0, -0.5]","[-0.16628096997737885, 0.0, -0.5113683342933655]","[-0.16628096997737885, -0.03160633146762848, -0.5113683342933655]",0.0,0.03160633146762848,0.0
data/traces/walk_v27_multi/6800/vxn030_vyp000_yawp000.npz,6800,clean,780,"[-0.30000001192092896, 0.0, 0.0]","[-0.20232415199279785, 0.0, 0.0]","[-0.20232415199279785, -0.007366168778389692, -0.10485833883285522]",0.0,0.007366168778389692,0.10485833883285522
data/traces/walk_v27_multi/6800/vxn030_vyp000_yawp050.npz,6800,clean,780,"[-0.30000001192092896, 0.0, 0.5]","[-0.1598282903432846, 0.0, 0.3406394422054291]","[-0.1598282903432846, 0.023854343220591545, 0.3406394422054291]",0.0,0.023854343220591545,0.0
data/traces/walk_v27_multi/6800/vxn030_vyp030_yawn050.npz,6800,clean,780,"[-0.30000001192092896, 0.30000001192092896, -0.5]","[-0.1648053079843521, -0.02252683974802494, -0.587304413318634]","[-0.1648053079843521, -0.02252683974802494, -0.587304413318634]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxn030_vyp030_yawp000.npz,6800,clean,780,"[-0.30000001192092896, 0.30000001192092896, 0.0]","[-0.2075035125017166, 0.0, 0.0]","[-0.2075035125017166, 0.0032757676672190428, -0.16346466541290283]",0.0,0.0,0.16346466541290283
data/traces/walk_v27_multi/6800/vxn030_vyp030_yawp050.npz,6800,clean,780,"[-0.30000001192092896, 0.30000001192092896, 0.5]","[-0.16805216670036316, 0.03055564872920513, 0.23389041423797607]","[-0.16805216670036316, 0.03055564872920513, 0.23389041423797607]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxp000_vyp000_yawp000.npz,6800,clean,780,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[-0.00115132553037256, -0.00024301699886564165, 0.0005550123169086874]",0.00115132553037256,0.00024301699886564165,0.0005550123169086874
data/traces/walk_v27_multi/6800/vxp030_vyn030_yawn050.npz,6800,clean,780,"[0.30000001192092896, -0.30000001192092896, -0.5]","[0.26718324422836304, 0.0, -0.6280481219291687]","[0.26718324422836304, -0.011887817643582821, -0.6280481219291687]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxp030_vyn030_yawp000.npz,6800,clean,780,"[0.30000001192092896, -0.30000001192092896, 0.0]","[0.26298007369041443, 0.0, 0.0]","[0.26298007369041443, -0.011846454814076424, -0.08627108484506607]",0.0,0.0,0.08627108484506607
data/traces/walk_v27_multi/6800/vxp030_vyn030_yawp050.npz,6800,clean,780,"[0.30000001192092896, -0.30000001192092896, 0.5]","[0.28691479563713074, 0.0, 0.4262216091156006]","[0.28691479563713074, -0.01585756428539753, 0.4262216091156006]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxp030_vyp000_yawn050.npz,6800,clean,780,"[0.30000001192092896, 0.0, -0.5]","[0.2706395387649536, 0.0, -0.5797496438026428]","[0.2706395387649536, -0.0024285174440592527, -0.5797496438026428]",0.0,0.0024285174440592527,0.0
data/traces/walk_v27_multi/6800/vxp030_vyp000_yawp000.npz,6800,clean,780,"[0.30000001192092896, 0.0, 0.0]","[0.26039889454841614, 0.0, 0.0]","[0.26039889454841614, -0.003213587449863553, -0.0659271702170372]",0.0,0.003213587449863553,0.0659271702170372
data/traces/walk_v27_multi/6800/vxp030_vyp000_yawp050.npz,6800,clean,780,"[0.30000001192092896, 0.0, 0.5]","[0.27866268157958984, 0.0, 0.49709755182266235]","[0.27866268157958984, -0.0048547349870204926, 0.49709755182266235]",0.0,0.0048547349870204926,0.0
data/traces/walk_v27_multi/6800/vxp030_vyp030_yawn050.npz,6800,clean,780,"[0.30000001192092896, 0.30000001192092896, -0.5]","[0.27151384949684143, 0.0, -0.5261588096618652]","[0.27151384949684143, 0.006479922216385603, -0.5261588096618652]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxp030_vyp030_yawp000.npz,6800,clean,780,"[0.30000001192092896, 0.30000001192092896, 0.0]","[0.25310057401657104, 0.0, 0.0]","[0.25310057401657104, 0.006103931926190853, -0.05325610935688019]",0.0,0.0,0.05325610935688019
data/traces/walk_v27_multi/6800/vxp030_vyp030_yawp050.npz,6800,clean,780,"[0.30000001192092896, 0.30000001192092896, 0.5]","[0.2674044072628021, 0.0, 0.5321017503738403]","[0.2674044072628021, 0.003909597638994455, 0.5321017503738403]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxp050_vyn030_yawn050.npz,6800,clean,780,"[0.5, -0.30000001192092896, -0.5]","[0.40904271602630615, 0.0, -0.6599253416061401]","[0.40904271602630615, 0.008992837741971016, -0.6599253416061401]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxp050_vyn030_yawp000.npz,6800,clean,780,"[0.5, -0.30000001192092896, 0.0]","[0.4139341115951538, 0.0, 0.0]","[0.4139341115951538, -0.005463820416480303, -0.08185265958309174]",0.0,0.0,0.08185265958309174
data/traces/walk_v27_multi/6800/vxp050_vyn030_yawp050.npz,6800,clean,780,"[0.5, -0.30000001192092896, 0.5]","[0.4389627277851105, 0.0, 0.3979225158691406]","[0.4389627277851105, -0.01954328455030918, 0.3979225158691406]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxp050_vyp000_yawn050.npz,6800,clean,780,"[0.5, 0.0, -0.5]","[0.4175833761692047, 0.0, -0.577815055847168]","[0.4175833761692047, 0.010838322341442108, -0.577815055847168]",0.0,0.010838322341442108,0.0
data/traces/walk_v27_multi/6800/vxp050_vyp000_yawp000.npz,6800,clean,780,"[0.5, 0.0, 0.0]","[0.41386520862579346, 0.0, 0.0]","[0.41386520862579346, -0.0006100405007600784, -0.06562452763319016]",0.0,0.0006100405007600784,0.06562452763319016
data/traces/walk_v27_multi/6800/vxp050_vyp000_yawp050.npz,6800,clean,780,"[0.5, 0.0, 0.5]","[0.4299818277359009, 0.0, 0.442048043012619]","[0.4299818277359009, -0.015488171018660069, 0.442048043012619]",0.0,0.015488171018660069,0.0
data/traces/walk_v27_multi/6800/vxp050_vyp030_yawn050.npz,6800,clean,780,"[0.5, 0.30000001192092896, -0.5]","[0.41948676109313965, 0.0, -0.5158037543296814]","[0.41948676109313965, 0.013908741064369678, -0.5158037543296814]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxp050_vyp030_yawp000.npz,6800,clean,780,"[0.5, 0.30000001192092896, 0.0]","[0.4043075740337372, 0.0, 0.0]","[0.4043075740337372, 0.002999476157128811, -0.04765171930193901]",0.0,0.0,0.04765171930193901
data/traces/walk_v27_multi/6800/vxp050_vyp030_yawp050.npz,6800,clean,780,"[0.5, 0.30000001192092896, 0.5]","[0.412790983915329, 0.0, 0.5236199498176575]","[0.412790983915329, -0.012824940495193005, 0.5236199498176575]",0.0,0.0,0.0
data/traces/walk_v27_multi/6800/vxp070_vyp000_yawp000.npz,6800,clean,780,"[0.699999988079071, 0.0, 0.0]","[0.5648613572120667, 0.0, 0.0]","[0.5648613572120667, 0.00015183999494183809, -0.04443124309182167]",0.0,0.00015183999494183809,0.04443124309182167
data/traces/walk_v27_multi/7800/vxn030_vyn030_yawn050.npz,7800,clean,780,"[-0.30000001192092896, -0.30000001192092896, -0.5]","[-0.1547529101371765, -0.029821518808603287, -0.8061949014663696]","[-0.1547529101371765, -0.029821518808603287, -0.8061949014663696]",0.0,0.0,0.0
data/traces/walk_v27_multi/7800/vxn030_vyn030_yawp000.npz,7800,clean,780,"[-0.30000001192092896, -0.30000001192092896, 0.0]","[-0.1674848198890686, 0.0, 0.0]","[-0.1674848198890686, -0.0010492774890735745, -0.019696693867444992]",0.0,0.0,0.019696693867444992
data/traces/walk_v27_multi/7800/vxn030_vyn030_yawp050.npz,7800,clean,780,"[-0.30000001192092896, -0.30000001192092896, 0.5]","[-0.14466886222362518, 0.02490866743028164, 0.7046809792518616]","[-0.14466886222362518, 0.02490866743028164, 0.7046809792518616]",0.0,0.0,0.0
data/traces/walk_v27_multi/7800/vxn030_vyp000_yawn050.npz,7800,clean,780,"[-0.30000001192092896, 0.0, -0.5]","[-0.15838909149169922, 0.0, -0.809438169002533]","[-0.15838909149169922, -0.028354544192552567, -0.809438169002533]",0.0,0.028354544192552567,0.0
data/traces/walk_v27_multi/7800/vxn030_vyp000_yawp000.npz,7800,clean,780,"[-0.30000001192092896, 0.0, 0.0]","[-0.17232373356819153, 0.0, 0.0]","[-0.17232373356819153, 0.0026842353399842978, -0.07564587891101837]",0.0,0.0026842353399842978,0.07564587891101837
data/traces/walk_v27_multi/7800/vxn030_vyp000_yawp050.npz,7800,clean,780,"[-0.30000001192092896, 0.0, 0.5]","[-0.15239287912845612, 0.0, 0.7114107608795166]","[-0.15239287912845612, 0.025717047974467278, 0.7114107608795166]",0.0,0.025717047974467278,0.0
data/traces/walk_v27_multi/7800/vxn030_vyp030_yawn050.npz,7800,clean,780,"[-0.30000001192092896, 0.30000001192092896, -0.5]","[-0.15888342261314392, -0.023737287148833275, -0.8513205051422119]","[-0.15888342261314392, -0.023737287148833275, -0.8513205051422119]",0.0,0.0,0.0
data/traces/walk_v27_multi/7800/vxn030_vyp030_yawp000.npz,7800,clean,780,"[-0.30000001192092896, 0.30000001192092896, 0.0]","[-0.17617443203926086, 0.0, 0.0]","[-0.17617443203926086, 0.0060845836997032166, -0.1539415568113327]",0.0,0.0,0.1539415568113327
data/traces/walk_v27_multi/7800/vxn030_vyp030_yawp050.npz,7800,clean,780,"[-0.30000001192092896, 0.30000001192092896, 0.5]","[-0.15863153338432312, 0.029851770028471947, 0.7061026692390442]","[-0.15863153338432312, 0.029851770028471947, 0.7061026692390442]",0.0,0.0,0.0
data/traces/walk_v27_multi/7800/vxp000_vyp000_yawp000.npz,7800,clean,780,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[-0.0029058277141302824, -0.0002444942365400493, -0.0014971585478633642]",0.0029058277141302824,0.0002444942365400493,0.0014971585478633642
data/traces/walk_v27_multi/7800/vxp030_vyn030_yawn050.npz,7800,clean,780,"[0.30000001192092896, -0.30000001192092896, -0.5]","[0.27362263202667236, 0.026635197922587395, -0.8184558749198914]","[0.27362263202667236, 0.026635197922587395, -0.8184558749198914]",0.0,0.0,0.0
